episode,reward,length,time
697,13.662776,17,65.198416
698,11.909699,15,65.336298
699,14.189568,16,65.48731
700,11.746986,16,65.63175
701,6.821431,8,65.707901
702,11.028773,13,65.830765
703,8.643831,10,65.933563
704,11.246986,16,66.086076
705,7.356616,9,66.193663
706,5.095734,6,66.250819
707,12.181937,16,66.395305
708,3.152749,4,66.433746
709,13.363393,15,66.576481
710,14.030721,17,66.735598
711,14.058451,17,66.893593
712,12.244728,17,67.046476
713,12.627257,15,67.185416
714,11.694147,16,67.330657
715,8.460296,10,67.421047
716,3.347945,4,67.458778
717,4.261209,5,67.506512
718,9.14049,13,67.628436
719,11.397433,14,67.779793
720,4.106109,5,67.828245
721,8.956343,10,67.922065
722,5.965457,7,67.989421
723,4.900043,6,68.046024
724,5.699297,7,68.109942
725,12.383051,15,68.247851
726,6.233338,7,68.314365
727,13.467346,16,68.464786
728,4.167479,5,68.512176
729,7.521391,9,68.597635
730,6.699246,8,68.671606
731,8.088062,10,68.766041
732,11.999703,16,68.916043
733,12.024764,16,69.059782
734,12.466385,15,69.195026
735,7.857271,10,69.308708
736,9.715831,11,69.410133
737,14.995123,17,69.571686
738,5.676754,7,69.635538
739,8.246054,10,69.727603
740,15.124518,17,69.881303
741,6.836809,8,69.957292
742,6.844488,8,70.031788
743,13.606234,16,70.185686
744,13.494789,15,70.328714
745,5.153617,6,70.385599
746,7.540268,9,70.470266
747,13.419563,16,70.61968
748,6.889271,8,70.6924
749,14.189568,16,70.851639
750,14.339192,17,71.031456
751,11.596981,16,71.179895
752,12.946411,14,71.314031
753,12.661454,14,71.444966
754,12.134252,16,71.591731
755,8.697891,10,71.683988
756,13.604231,15,71.826679
757,11.773845,14,71.959903
758,11.725167,14,72.094536
759,8.126195,10,72.185715
760,7.356593,9,72.269522
761,13.634011,16,72.417699
762,4.172222,5,72.487414
763,12.762445,15,72.625636
764,4.123704,5,72.672937
765,12.669602,15,72.810789
766,9.847136,13,72.929194
767,12.927783,14,73.061552
768,12.216707,14,73.194512
769,11.324561,15,73.332877
770,10.088122,14,73.465978
771,12.455268,15,73.60346
772,10.763396,12,73.718621
773,13.846731,15,73.860436
774,13.475165,16,74.029649
775,13.123882,15,74.174302
776,13.023887,15,74.320267
777,12.249695,16,74.466778
778,8.702191,11,74.569405
779,9.346209,12,74.680459
780,9.963321,13,74.804977
781,13.555947,15,74.948355
782,12.605216,15,75.088006
783,11.533637,13,75.212896
784,11.307899,15,75.349047
785,12.013175,14,75.49933
786,12.56344,15,75.640794
787,5.095814,6,75.70145
788,10.76616,13,75.826552
789,4.04037,5,75.873169
790,12.577496,15,76.00936
791,14.300622,16,76.168585
792,13.14118,15,76.314113
793,14.134012,16,76.471963
794,6.452233,8,76.545729
795,13.245123,15,76.689445
796,10.602777,13,76.810634
797,13.038959,14,76.945314
798,10.292031,12,77.060859
