episode,reward,length,time
977,10.458333,11,159.262652
978,4.75,6,159.371026
979,10.291667,11,159.570027
980,10.416667,11,159.769898
981,10.541667,11,159.961682
982,9.708333,11,160.153522
983,4.791667,6,160.262446
984,5.666667,7,160.388621
985,10.666667,11,160.589535
986,9.458333,11,160.786326
987,10.333333,11,160.983307
988,10.333333,11,161.17713
989,9.583333,11,161.368597
990,9.666667,11,161.570207
991,10.875,11,161.766746
992,10.0,11,161.960151
993,9.791667,11,162.148185
994,10.416667,11,162.346356
995,9.791667,11,162.533923
996,10.208333,11,162.729559
997,10.5,11,162.916254
998,9.875,11,163.112303
999,9.791667,11,163.30734
1000,10.708333,11,163.50176
1001,10.458333,11,163.694718
1002,10.166667,11,163.886067
1003,10.291667,11,164.102785
1004,10.791667,11,164.291532
1005,6.375,8,164.433322
1006,7.375,9,164.59044
1007,6.875,8,164.737899
1008,10.333333,11,164.938135
1009,10.291667,11,165.129238
1010,10.166667,11,165.326108
1011,3.75,5,165.419122
1012,10.625,11,165.613177
1013,3.75,5,165.706276
1014,9.791667,11,165.899897
1015,6.625,8,166.051059
1016,5.708333,7,166.180042
1017,10.375,11,166.373844
1018,9.958333,11,166.565901
1019,3.833333,5,166.657544
