episode,reward,length,time
710,30.768331,40,2195.369383
711,31.336531,40,2201.033947
712,29.492972,40,2206.684498
713,30.694148,40,2212.228015
714,1.910548,3,2212.658417
715,22.061974,29,2216.641791
716,15.799866,21,2219.517925
717,16.130795,20,2222.241841
718,10.618699,13,2224.022129
719,14.805259,20,2226.761789
720,9.467469,14,2228.664853
721,13.977857,16,2230.836281
722,3.201153,5,2231.525115
723,25.552429,37,2236.745174
724,29.71006,40,2242.478566
725,31.952132,40,2248.05933
726,30.093406,40,2253.630766
727,31.090824,40,2259.049871
728,18.332387,24,2262.415191
729,30.492203,40,2267.859298
730,22.291804,32,2272.711339
731,31.203345,40,2278.183332
732,30.024814,40,2283.629082
733,27.127649,37,2288.665283
734,31.094148,40,2294.245017
735,12.271363,18,2296.895347
736,30.781542,40,2302.418848
737,4.681026,6,2303.241914
738,31.394343,40,2308.785501
739,31.092652,40,2314.26268
740,3.894125,6,2315.09807
741,28.937364,40,2320.60275
742,31.446447,40,2326.235696
743,32.645377,40,2331.797353
744,13.333601,17,2334.129981
745,6.480506,8,2335.23964
746,16.269984,20,2338.084066
747,20.614913,26,2341.689986
748,30.804696,40,2347.186947
749,16.242522,21,2350.0745
750,33.332627,40,2355.542252
751,29.418402,39,2360.993413
752,13.176541,17,2363.370048
753,26.068239,37,2368.477368
754,30.6497,40,2373.994172
755,32.303777,40,2379.642133
756,30.270042,40,2385.449159
757,11.182234,16,2387.703203
758,31.819581,40,2394.214095
759,19.934136,28,2398.223373
760,31.336696,40,2403.816156
761,30.642804,40,2409.391781
762,13.931132,18,2411.821332
763,32.426682,40,2417.189173
764,1.72944,3,2417.615953
765,21.98048,30,2421.78857
766,22.975581,30,2425.952156
767,31.683475,40,2431.637842
768,32.690117,40,2437.216948
769,31.623903,40,2442.846017
770,29.204476,40,2448.34709
771,31.244949,40,2454.048655
772,32.020631,40,2459.633044
773,32.402586,40,2465.308536
774,25.06035,35,2470.178247
775,31.195305,38,2475.519904
776,28.020459,37,2480.765039
777,29.448199,40,2486.361066
778,32.465569,40,2491.997542
779,30.203893,40,2497.72081
780,29.338479,40,2503.217146
781,8.445127,12,2504.920501
782,25.287109,32,2509.334052
783,1.846807,3,2509.762964
784,30.001956,40,2515.266961
785,24.777994,30,2519.325773
786,28.8497,40,2524.792513
787,6.839928,9,2526.000983
788,30.666803,40,2531.491269
789,11.400004,15,2533.510964
790,33.283049,40,2539.016532
791,31.600137,40,2544.501125
792,3.443768,5,2545.187805
793,21.935275,28,2549.176013
794,5.042408,7,2550.199952
795,32.510884,40,2555.868575
796,30.605259,40,2561.928106
797,30.402709,40,2567.564107
798,31.692584,40,2573.104298
799,31.043421,40,2578.689146
800,21.020129,29,2582.690685
801,3.529573,5,2583.426334
802,16.928231,21,2586.468343
803,5.331318,7,2587.465203
804,32.156256,40,2593.084969
805,18.759299,25,2596.660489
806,30.983036,40,2602.22161
807,30.157769,40,2607.824052
808,16.224178,21,2610.749514
809,26.306013,33,2615.473117
810,33.470689,40,2621.058477
811,32.812395,39,2626.546819
812,30.867466,40,2632.142136
813,29.560811,40,2637.706442
814,30.421114,40,2643.265188
815,9.614493,12,2644.923442
816,24.801303,33,2649.518519
817,8.316343,12,2651.178147
818,31.29291,40,2656.779168
819,2.17655,3,2657.232144
820,33.494144,40,2662.743011
